country,state,city,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,tenure_group
United States,California,La Crescenta,Female,0,1,1,49,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Mailed check,87.2,4345.0,No,0,68,4567,Not Churned,4–5 years
United States,California,Agoura Hills,Female,1,1,0,3,0,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,30.75,82.85,No,0,27,4133,Not Churned,0–1 year
United States,California,Calabasas,Male,0,1,1,66,1,Yes,No,No,No,No,No,No,No,One year,1,Credit card (automatic),25.7,1714.55,No,0,43,5517,Not Churned,5+ years
United States,California,Canoga Park,Male,0,0,1,11,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,86.2,893.2,No,0,41,3157,Not Churned,0–1 year
United States,California,Canoga Park,Male,0,0,0,28,0,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),30.1,810.85,No,0,31,2653,Not Churned,2–3 years
United States,California,Winnetka,Male,0,1,0,65,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,1,Electronic check,99.35,6347.55,No,0,80,6300,Not Churned,5+ years
United States,California,West Hills,Female,0,0,0,62,1,No,No,No,No,No,No,No,No,Two year,1,Credit card (automatic),19.2,1123.65,No,0,64,4937,Not Churned,5+ years
United States,California,Chatsworth,Female,0,1,0,2,1,No,No,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),20.1,43.15,No,0,26,4158,Not Churned,0–1 year
United States,California,Encino,Female,0,0,0,2,1,No,No,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),20.35,35.1,No,0,40,3746,Not Churned,0–1 year
United States,California,Newbury Park,Female,0,1,1,55,1,Yes,No,No,No,No,No,No,No,Two year,1,Credit card (automatic),25.65,1388.0,No,0,42,4466,Not Churned,4–5 years
United States,California,Newhall,Male,1,1,0,41,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.55,3851.45,No,0,45,4914,Not Churned,3–4 years
United States,California,Northridge,Female,0,0,0,30,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),94.4,2638.1,No,0,68,4584,Not Churned,2–3 years
United States,California,Porter Ranch,Male,0,0,0,17,1,No,DSL,Yes,Yes,No,No,No,No,One year,0,Mailed check,56.1,946.95,No,0,56,5025,Not Churned,1–2 years
United States,California,Pacoima,Female,0,1,1,16,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,0,Bank transfer (automatic),68.25,1114.85,No,0,43,3559,Not Churned,1–2 years
United States,California,Reseda,Male,0,0,0,72,1,Yes,No,No,No,No,No,No,No,Two year,0,Bank transfer (automatic),24.75,1777.6,No,0,35,5398,Not Churned,5+ years
United States,California,San Fernando,Male,0,0,0,9,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.25,684.85,No,0,62,2062,Not Churned,0–1 year
United States,California,Sylmar,Female,0,0,0,1,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,74.35,74.35,No,0,80,4237,Not Churned,0–1 year
United States,California,North Hills,Male,0,0,1,23,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,54.15,1312.45,No,0,80,2496,Not Churned,1–2 years
United States,California,Granada Hills,Male,0,0,1,8,1,No,No,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),19.45,159.2,No,0,20,4119,Not Churned,0–1 year
United States,California,Mission Hills,Male,0,1,1,19,0,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Mailed check,34.95,610.2,No,0,79,3422,Not Churned,1–2 years
United States,California,Santa Clarita,Female,0,0,0,7,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,53.65,404.35,No,0,51,4389,Not Churned,0–1 year
United States,California,Sun Valley,Male,0,0,0,61,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,0,Electronic check,104.0,6363.45,No,0,22,4344,Not Churned,5+ years
United States,California,Valencia,Female,0,1,0,57,1,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,1,Credit card (automatic),70.35,4124.65,No,0,32,5779,Not Churned,4–5 years
United States,California,Tarzana,Male,0,0,1,15,1,No,DSL,Yes,No,Yes,No,No,Yes,One year,0,Mailed check,64.85,950.75,No,0,51,4442,Not Churned,1–2 years
United States,California,Thousand Oaks,Female,0,0,0,1,1,No,No,No,No,No,No,No,No,Month-to-month,0,Mailed check,19.65,19.65,No,0,73,4639,Not Churned,0–1 year
United States,California,Westlake Village,Female,0,1,0,12,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),45.9,505.95,No,0,60,5790,Not Churned,0–1 year
United States,California,Thousand Oaks,Male,0,0,0,54,1,No,No,No,No,No,No,No,No,Two year,0,Mailed check,20.0,1149.65,No,0,41,6094,Not Churned,4–5 years
United States,California,Woodland Hills,Male,0,1,1,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.8,169.65,No,0,63,2114,Not Churned,0–1 year
United States,California,Oak Park,Female,0,1,0,20,1,No,No,No,No,No,No,No,No,One year,0,Mailed check,20.35,393.15,No,0,57,4390,Not Churned,1–2 years
United States,California,Stevenson Ranch,Female,0,0,1,26,0,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,0,Mailed check,45.8,1147.0,No,0,45,3287,Not Churned,2–3 years
United States,California,Van Nuys,Female,0,1,0,53,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),108.95,5718.2,No,0,36,4163,Not Churned,4–5 years
United States,California,Sherman Oaks,Female,0,0,0,68,0,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),64.35,4539.6,No,0,40,4146,Not Churned,5+ years
United States,California,Van Nuys,Male,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),90.8,6397.6,No,0,46,5028,Not Churned,5+ years
United States,California,Van Nuys,Male,0,0,0,12,1,Yes,No,No,No,No,No,No,No,One year,0,Credit card (automatic),24.95,280.4,No,0,71,4443,Not Churned,0–1 year
United States,California,Sherman Oaks,Female,0,1,0,68,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,1,Bank transfer (automatic),84.7,5711.05,No,0,41,5520,Not Churned,5+ years
United States,California,Encino,Female,0,0,1,50,1,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,1,Credit card (automatic),70.8,3478.15,No,0,34,4798,Not Churned,4–5 years
United States,California,Burbank,Female,1,0,0,41,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.4,4133.95,No,0,61,4477,Not Churned,3–4 years
United States,California,Burbank,Male,1,1,0,30,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,101.5,2917.65,No,0,73,4828,Not Churned,2–3 years
United States,California,Burbank,Male,0,0,0,1,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,54.3,54.3,No,0,78,3259,Not Churned,0–1 year
United States,California,Burbank,Male,1,1,1,29,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,103.95,2964.8,No,0,58,3733,Not Churned,2–3 years
United States,California,North Hollywood,Female,0,1,1,23,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),91.1,2198.3,No,0,71,5991,Not Churned,1–2 years
United States,California,North Hollywood,Male,0,0,1,60,1,No,No,No,No,No,No,No,No,Two year,0,Mailed check,19.95,1189.9,No,0,74,5316,Not Churned,4–5 years
United States,California,Studio City,Female,0,1,0,72,1,Yes,No,No,No,No,No,No,No,Two year,0,Credit card (automatic),26.45,1914.5,No,0,55,5534,Not Churned,5+ years
United States,California,North Hollywood,Male,0,0,0,72,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),75.1,5336.35,No,0,55,6284,Not Churned,5+ years
United States,California,Valley Village,Female,1,0,0,66,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),108.1,7238.6,No,0,20,4722,Not Churned,5+ years
United States,California,Rancho Cucamonga,Female,0,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,110.15,7998.8,No,0,70,5065,Not Churned,5+ years
United States,California,Baldwin Park,Female,0,0,0,51,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,111.5,5703.25,No,0,47,4363,Not Churned,4–5 years
United States,California,Chino Hills,Female,0,1,1,70,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,106.5,7397.0,No,0,41,6319,Not Churned,5+ years
United States,California,Chino,Male,0,0,0,9,1,No,No,No,No,No,No,No,No,One year,1,Electronic check,19.9,164.6,No,0,31,3643,Not Churned,0–1 year
United States,California,Claremont,Male,0,1,1,59,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Mailed check,111.1,6555.2,No,0,76,4952,Not Churned,4–5 years
United States,California,Covina,Male,0,0,1,3,1,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,0,Mailed check,70.7,225.65,No,0,56,2584,Not Churned,0–1 year
United States,California,Covina,Male,1,1,0,38,0,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,24.85,955.75,No,0,33,3511,Not Churned,3–4 years
United States,California,Covina,Female,0,0,0,37,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),91.2,3382.3,No,0,44,5135,Not Churned,3–4 years
United States,California,Rancho Cucamonga,Male,0,0,0,37,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),65.6,2313.8,No,0,27,3183,Not Churned,3–4 years
United States,California,El Monte,Female,0,1,1,14,1,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),59.45,780.85,No,0,26,5723,Not Churned,1–2 years
United States,California,South El Monte,Male,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),109.95,7852.4,No,0,59,6258,Not Churned,5+ years
United States,California,Glendora,Male,0,1,1,72,0,No,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Credit card (automatic),38.5,2763.0,No,0,58,4710,Not Churned,5+ years
United States,California,Glendora,Female,1,1,0,17,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,92.55,1614.7,No,0,23,3689,Not Churned,1–2 years
United States,California,Rowland Heights,Female,0,0,0,10,1,Yes,No,No,No,No,No,No,No,Month-to-month,1,Mailed check,24.5,270.15,No,0,78,5594,Not Churned,0–1 year
United States,California,La Verne,Male,0,1,1,0,1,No,No,No,No,No,No,No,No,One year,1,Mailed check,19.7,0.0,No,0,69,4890,Not Churned,
United States,California,Mira Loma,Male,0,0,0,1,1,No,No,No,No,No,No,No,No,Month-to-month,0,Mailed check,20.6,20.6,No,0,52,5370,Not Churned,0–1 year
United States,California,Monterey Park,Female,0,0,0,29,1,No,DSL,Yes,No,Yes,Yes,No,No,One year,0,Credit card (automatic),58.0,1734.5,No,0,63,2810,Not Churned,2–3 years
United States,California,Monterey Park,Female,1,1,1,65,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,107.45,7047.5,No,0,32,6211,Not Churned,5+ years
United States,California,Mt Baldy,Female,0,0,0,8,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),65.5,573.15,No,0,38,3033,Not Churned,0–1 year
United States,California,Ontario,Male,0,1,0,61,1,Yes,No,No,No,No,No,No,No,Two year,0,Bank transfer (automatic),25.45,1538.6,No,0,41,6015,Not Churned,5+ years
United States,California,Ontario,Female,1,0,0,45,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),100.15,4459.8,No,0,21,2636,Not Churned,3–4 years
United States,California,Montclair,Male,0,1,1,72,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),104.45,7459.0,No,0,29,4750,Not Churned,5+ years
United States,California,Ontario,Male,0,1,1,12,1,No,No,No,No,No,No,No,No,Month-to-month,1,Electronic check,21.15,306.05,No,0,40,5209,Not Churned,0–1 year
United States,California,Diamond Bar,Male,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,96.2,639.7,No,0,38,4329,Not Churned,0–1 year
United States,California,Pomona,Male,0,0,0,9,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.4,348.15,No,0,31,5457,Not Churned,0–1 year
United States,California,Pomona,Male,0,1,1,58,1,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),94.35,5563.65,No,0,49,4777,Not Churned,4–5 years
United States,California,San Dimas,Male,0,1,1,2,1,No,No,No,No,No,No,No,No,Month-to-month,0,Mailed check,20.3,40.25,No,0,38,5113,Not Churned,0–1 year
United States,California,San Gabriel,Female,0,1,0,40,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),105.75,4228.55,No,0,41,4078,Not Churned,3–4 years
United States,California,Temple City,Male,0,0,0,9,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,81.15,784.45,No,0,68,4544,Not Churned,0–1 year
United States,California,Upland,Male,0,0,0,41,1,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,1,Electronic check,89.55,3729.75,No,0,66,5549,Not Churned,3–4 years
United States,California,Upland,Female,0,0,0,26,1,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),54.75,1406.9,No,0,23,4020,Not Churned,2–3 years
United States,California,Walnut,Female,0,1,0,33,1,No,DSL,No,Yes,No,Yes,No,No,One year,1,Credit card (automatic),53.75,1857.3,No,0,49,3160,Not Churned,2–3 years
United States,California,West Covina,Male,0,1,1,68,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),105.75,7322.5,No,0,39,4437,Not Churned,5+ years
United States,California,West Covina,Female,1,1,0,65,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),105.85,6725.5,No,0,80,4872,Not Churned,5+ years
United States,California,West Covina,Male,0,0,0,55,1,No,DSL,No,Yes,No,Yes,No,Yes,One year,1,Electronic check,64.2,3627.3,No,0,40,5151,Not Churned,4–5 years
United States,California,Alhambra,Male,0,0,0,19,1,No,Fiber optic,No,No,No,Yes,No,Yes,One year,1,Credit card (automatic),87.7,1725.95,No,0,78,4446,Not Churned,1–2 years
United States,California,Alpine,Female,0,0,0,45,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),89.3,4192.15,No,0,32,5470,Not Churned,3–4 years
United States,California,Bonita,Female,0,1,1,70,1,No,No,No,No,No,No,No,No,Two year,1,Credit card (automatic),20.15,1411.2,No,0,67,5219,Not Churned,5+ years
United States,California,Chula Vista,Female,0,1,0,12,1,No,No,No,No,No,No,No,No,Two year,1,Electronic check,20.05,264.55,No,0,74,5453,Not Churned,0–1 year
United States,California,Chula Vista,Male,0,0,1,72,0,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),67.2,4671.7,No,0,25,5592,Not Churned,5+ years
United States,California,Chula Vista,Male,0,0,0,12,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,94.55,1173.55,No,0,25,5674,Not Churned,0–1 year
United States,California,Chula Vista,Male,1,1,0,71,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,107.5,7713.55,No,0,64,5775,Not Churned,5+ years
United States,California,Descanso,Male,1,0,0,35,1,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,73.0,2471.25,No,0,59,2715,Not Churned,2–3 years
United States,California,Dulzura,Male,0,1,1,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),114.75,7842.3,No,0,72,5035,Not Churned,5+ years
United States,California,Guatay,Female,0,0,0,31,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.05,2227.8,No,0,63,2421,Not Churned,2–3 years
United States,California,La Mesa,Male,1,1,0,30,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,77.9,2351.45,No,0,49,2009,Not Churned,2–3 years
United States,California,La Mesa,Female,0,0,0,33,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,90.65,2989.6,No,0,44,4460,Not Churned,2–3 years
United States,California,Lemon Grove,Male,1,1,0,54,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,110.45,6077.75,No,0,77,4425,Not Churned,4–5 years
United States,California,Mount Laguna,Female,0,0,0,59,1,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,0,Bank transfer (automatic),68.7,4070.95,No,0,29,4244,Not Churned,4–5 years
United States,California,National City,Male,1,0,0,55,0,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,44.85,2479.05,No,0,49,5829,Not Churned,4–5 years
United States,California,Pine Valley,Male,1,1,0,69,0,No,DSL,No,No,Yes,No,No,No,One year,1,Credit card (automatic),29.8,2134.3,No,0,43,5681,Not Churned,5+ years
United States,California,Potrero,Female,0,0,0,66,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,1,Bank transfer (automatic),88.9,6000.1,No,0,27,5868,Not Churned,5+ years
United States,California,Spring Valley,Male,0,1,1,37,1,No,DSL,Yes,No,Yes,Yes,No,No,One year,1,Mailed check,58.75,2203.1,No,0,31,3483,Not Churned,3–4 years
United States,California,Spring Valley,Male,1,1,0,9,1,No,No,No,No,No,No,No,No,One year,0,Credit card (automatic),19.85,183.15,No,0,59,5601,Not Churned,0–1 year
United States,California,Tecate,Male,0,1,1,69,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),86.9,6194.1,No,0,49,4667,Not Churned,5+ years
United States,California,Bonsall,Male,0,0,0,10,1,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Mailed check,59.65,638.95,No,0,20,2385,Not Churned,0–1 year
United States,California,Cardiff By The Sea,Male,0,0,1,13,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),66.4,831.75,No,0,43,3660,Not Churned,1–2 years
United States,California,Carlsbad,Female,0,1,1,69,1,No,No,No,No,No,No,No,No,Two year,0,Bank transfer (automatic),20.15,1337.5,No,0,23,4554,Not Churned,5+ years
United States,California,Del Mar,Female,1,1,0,66,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),108.1,7181.95,No,0,35,5360,Not Churned,5+ years
United States,California,El Cajon,Male,0,1,1,46,1,No,DSL,Yes,No,Yes,Yes,No,No,One year,0,Mailed check,56.9,2560.1,No,0,44,4258,Not Churned,3–4 years
United States,California,Encinitas,Female,0,1,1,56,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Mailed check,109.6,5953.0,No,0,67,5012,Not Churned,4–5 years
United States,California,Escondido,Male,0,1,1,70,1,Yes,No,No,No,No,No,No,No,Two year,0,Credit card (automatic),25.15,1790.15,No,0,39,5114,Not Churned,5+ years
United States,California,Escondido,Female,0,1,1,33,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,79.15,2531.4,No,0,73,3555,Not Churned,2–3 years
United States,California,Escondido,Female,0,1,1,72,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Credit card (automatic),66.75,4760.3,No,0,65,6063,Not Churned,5+ years
United States,California,Escondido,Female,0,0,1,19,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,48.8,953.65,No,0,74,3749,Not Churned,1–2 years
United States,California,La Jolla,Female,0,1,0,71,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),80.7,5705.05,No,0,24,5617,Not Churned,5+ years
United States,California,Oceanside,Male,0,0,0,1,1,No,No,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),20.55,20.55,No,0,28,4801,Not Churned,0–1 year
United States,California,Oceanside,Female,0,0,0,61,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Mailed check,115.1,6993.65,No,0,53,4785,Not Churned,5+ years
United States,California,Pala,Female,0,1,1,71,0,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),59.7,4122.65,No,0,63,6420,Not Churned,5+ years
United States,California,Palomar Mountain,Female,0,1,0,68,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,0,Credit card (automatic),86.45,5762.95,No,0,39,4480,Not Churned,5+ years
United States,California,Pauma Valley,Male,0,0,0,46,0,No,DSL,No,No,Yes,Yes,No,No,One year,0,Credit card (automatic),33.7,1537.85,No,0,22,3007,Not Churned,3–4 years
United States,California,Poway,Male,0,0,0,33,1,Yes,Fiber optic,Yes,No,No,No,No,No,One year,0,Bank transfer (automatic),80.1,2603.3,No,0,54,3957,Not Churned,2–3 years
United States,California,Ramona,Female,0,1,1,53,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),104.05,5566.4,No,0,43,4190,Not Churned,4–5 years
United States,California,Ranchita,Female,1,1,0,50,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),108.75,5431.9,No,0,54,5211,Not Churned,4–5 years
United States,California,Rancho Santa Fe,Female,0,0,0,57,0,No,DSL,Yes,No,Yes,Yes,No,No,One year,1,Credit card (automatic),41.1,2258.25,No,0,41,5281,Not Churned,4–5 years
United States,California,San Marcos,Female,0,1,1,54,1,No,No,No,No,No,No,No,No,Two year,1,Bank transfer (automatic),20.35,1092.35,No,0,79,5646,Not Churned,4–5 years
United States,California,Santa Ysabel,Female,1,1,0,60,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.9,6401.25,No,0,40,5084,Not Churned,4–5 years
United States,California,Valley Center,Female,0,1,1,10,1,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Electronic check,65.5,616.9,No,0,44,3137,Not Churned,0–1 year
United States,California,Vista,Male,0,0,1,43,0,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,40.45,1912.85,No,0,72,3176,Not Churned,3–4 years
United States,California,Vista,Male,1,1,0,13,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),70.45,849.1,No,0,53,5225,Not Churned,1–2 years
United States,California,Warner Springs,Female,0,1,0,43,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,78.8,3460.3,No,0,24,3972,Not Churned,3–4 years
United States,California,San Diego,Male,0,1,1,1,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,90.1,90.1,No,0,47,4142,Not Churned,0–1 year
United States,California,San Diego,Female,0,0,0,69,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),82.45,5555.3,No,0,80,4631,Not Churned,5+ years
United States,California,San Diego,Female,0,1,0,61,1,No,No,No,No,No,No,No,No,Two year,0,Credit card (automatic),20.25,1278.8,No,0,55,5974,Not Churned,5+ years
United States,California,San Diego,Male,0,1,0,43,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),66.25,2907.35,No,0,29,2168,Not Churned,3–4 years
United States,California,San Diego,Male,0,1,0,56,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,89.7,4952.95,No,0,49,5955,Not Churned,4–5 years
United States,California,San Diego,Female,0,1,0,70,0,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),64.55,4504.9,No,0,30,4858,Not Churned,5+ years
United States,California,San Diego,Male,0,1,1,49,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,1,Electronic check,93.65,4520.15,No,0,65,5542,Not Churned,4–5 years
United States,California,San Diego,Female,0,1,1,32,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Mailed check,73.6,2316.85,No,0,42,4343,Not Churned,2–3 years
United States,California,San Diego,Female,1,1,0,72,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Mailed check,109.75,8075.35,No,0,34,6010,Not Churned,5+ years
United States,California,San Diego,Male,0,0,1,37,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Credit card (automatic),61.45,2302.35,No,0,77,5447,Not Churned,3–4 years
United States,California,San Diego,Female,0,1,0,69,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),106.4,7251.9,No,0,26,4328,Not Churned,5+ years
United States,California,San Diego,Female,0,1,0,26,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),81.9,2078.55,No,0,55,3350,Not Churned,2–3 years
United States,California,Coronado,Female,0,1,1,58,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),105.2,6225.4,No,0,59,4605,Not Churned,4–5 years
United States,California,San Diego,Male,0,0,0,24,1,Yes,DSL,No,No,No,Yes,No,No,One year,0,Bank transfer (automatic),54.6,1242.25,No,0,51,3398,Not Churned,1–2 years
United States,California,San Diego,Male,0,1,1,5,1,No,No,No,No,No,No,No,No,One year,0,Electronic check,20.55,99.45,No,0,54,3629,Not Churned,0–1 year
United States,California,San Diego,Female,0,1,1,30,1,No,No,No,No,No,No,No,No,Two year,0,Mailed check,19.7,599.25,No,0,38,5045,Not Churned,2–3 years
United States,California,San Diego,Female,0,1,0,55,1,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,1,Credit card (automatic),66.05,3462.1,No,0,68,5501,Not Churned,4–5 years
United States,California,San Diego,Male,0,1,1,44,0,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),54.05,2375.2,No,0,68,4896,Not Churned,3–4 years
United States,California,San Diego,Female,0,0,0,47,1,No,DSL,Yes,Yes,No,Yes,No,No,One year,1,Mailed check,58.9,2813.05,No,0,40,5774,Not Churned,3–4 years
United States,California,San Diego,Female,0,1,0,64,1,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,1,Mailed check,96.9,6314.35,No,0,55,5369,Not Churned,5+ years
United States,California,San Diego,Male,0,0,0,1,1,No,No,No,No,No,No,No,No,Month-to-month,0,Mailed check,19.1,19.1,No,0,30,2091,Not Churned,0–1 year
United States,California,San Diego,Male,0,0,0,20,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,50.0,1003.05,No,0,46,5741,Not Churned,1–2 years
United States,California,San Ysidro,Female,0,1,0,37,0,No,DSL,Yes,No,No,Yes,Yes,No,Two year,0,Electronic check,45.4,1593.1,No,0,33,4051,Not Churned,3–4 years
